Attack_category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack_Name,Attack Reference,.,Time
Fuzzers,BGP,tcp,175.45.176.3,38631,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930380-1421930387
Reconnaissance, SunRPC Portmapper (UDP) UDP Service ,UDP,175.45.176.1,60169,149.171.126.13,111,SunRPC UDP Portmapper GETPORT Request (rpc_metameddv2/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_udp/rpc_metamedd_v2_udp.xml),-,.,1421930381-1421930381
Generic, IXIA,tcp,175.45.176.1,62327,149.171.126.13,80,GNU_Tar_PAX_Extended_Headers_Handling_Buffer_Overflow_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/gnu_tar_pax_extended_headers_handling_buffer_overflow_attack.xml),CVE 2011-1453 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1453)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAU%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930381-1421930386
Exploits, Clientside Microsoft ,tcp,175.45.176.1,57245,149.171.126.19,110,Microsoft Embedded OpenType Font Parser Directory Entry Summed Length & Offset Integer Wrap Code Execution (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/ms09_065_embedded_opentype_directory_length_pop3_download_base64.xml),CVE 2009-2514 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2514)MSB MS09-065 (http://www.microsoft.com/technet/security/bulletin/MS09%2d065.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930381-1421930389
Exploits,Clientside,tcp,175.45.176.1,57245,149.171.126.19,110,Microsoft Embedded OpenType Font Parser Directory Entry Summed Length & Offset Integer Wrap Code Execution (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/ms09_065_embedded_opentype_directory_length_pop3_download_base64.xml),CVE 2009-2514 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2514)MSB MS09-065 (http://www.microsoft.com/technet/security/bulletin/MS09%2d065.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930381-1421930389
Exploits,SMB,tcp,175.45.176.2,23991,149.171.126.18,139,Microsoft LSASS DsRoleUpgradeDownlevelServer Overflow (metasploit/xp) (https://strikecenter.bpointsys.com/bps/strikes/exploits/smb/ms04_011_lsass_metasploit_xp.xml),CVE 2003-0533 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0533)MSB MS04-011 (http://www.microsoft.com/technet/security/bulletin/MS04%2d011.mspx)OSVDB 10108 (http://www.osvdb.org/10108)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930382-1421930384
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.1,6651,149.171.126.14,111,SunRPC TCP Portmapper GETPORT Request (eventv1/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/event_v1_udp.xml),-,.,1421930383-1421930383
Exploits,Clientside,tcp,175.45.176.0,62777,149.171.126.12,80,Macromedia Flash OCX movie Parameter Stack Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/macromedia_flash_ocx_movie_param.xml),CVE 2002-0605 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0605)BID 4664 (http://www.securityfocus.com/bid/4664)OSVDB 5177 (http://www.osvdb.org/5177)http://www.adobe.com/go/tn_16297 (http%3a%2f%2fwww.adobe.com%2fgo%2ftn_16297)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930383-1421930388
Exploits,Office Document,tcp,175.45.176.3,3925,149.171.126.10,25,Microsoft Office Uninitialized Memory Corruption (SMTP Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms10_071_uninitialized_memory_corruption_xls_smtp_attachment_base64.xml),CVE 2010-3329 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3329)MSB MS10-071 (http://www.microsoft.com/technet/security/bulletin/MS10%2d071.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930385-1421930386
Generic, IXIA,tcp,175.45.176.2,34664,149.171.126.17,25,GnuPG_Message_Packet_Length_Handling_Integer_Overflow_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/gnupg_message_packet_length_handling_integer_overflow_attack.xml),CVE 2005-1256 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d1256)BID 13727 (http://www.securityfocus.com/bid/13727)OSVDB  (http://www.osvdb.org/)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930387-1421930388
Exploits,SMB,tcp,175.45.176.3,16333,149.171.126.14,445,Alternate Microsoft MS06-035 SRV.SYS Mailslot Memory Corruption (https://strikecenter.bpointsys.com/bps/strikes/exploits/smb/ms06_035_mailslot.xml),CVE 2006-1314 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d1314)MSB MS06-035 (http://www.microsoft.com/technet/security/bulletin/MS06%2d035.mspx)BID 18863 (http://www.securityfocus.com/bid/18863)OSVDB 27154 (http://www.osvdb.org/27154)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930389-1421930390
Exploits,Clientside,tcp,175.45.176.2,9582,149.171.126.16,80,iLife Photocast XML Title Format String Variant 2 (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/ilife_photocast_xml_title_format_string_02.xml),CVE 2007-0051 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0051)BID 21871 (http://www.securityfocus.com/bid/21871)OSVDB 31165 (http://www.osvdb.org/31165)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930390-1421930391
Generic, IXIA,tcp,175.45.176.1,36324,149.171.126.13,25,IBM_Lotus_Notes_HTML_Message_Handling_Buffer_Overflow_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/ibm_lotus_notes_html_message_handling_buffer_overflow_attack.xml),CVE 2007-2193 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d2193)BID 23620 (http://www.securityfocus.com/bid/23620)OSVDB 35236 (http://www.osvdb.org/35236)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930391-1421930392
Exploits,Clientside,tcp,175.45.176.3,38379,149.171.126.17,25,Microsoft DirectShow Large ImageDescription Name Size Code Execution (SMTP Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/ms09_028_directshow_large_imagedescription_name_size_smtp_attachment_base64.xml),CVE 2009-1537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d1537)MSB MS09-028 (http://www.microsoft.com/technet/security/bulletin/MS09%2d028.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930392-1421930393
Exploits,Web Application ,Tcp,175.45.176.2,57855,149.171.126.19,80,Oracle Secure Backup exec_qr() $ora_osb_bgcookie Command Execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/exec/oracle_secure_backup_exec_qr_ora_osb_bgcookie.xml),CVE 2008-5448 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d5448)BID 33177 (http://www.securityfocus.com/bid/33177)http://exploit-db.com/exploits/7781 (http%3a%2f%2fexploit%2ddb.com%2fexploits%2f7781)http://zerodayinitiative.com/advisories/ZDI-09-003 (http%3a%2f%2fzerodayinitiative.com%2fadvisories%2fZDI%2d09%2d003)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930394-1421930394
Generic, IXIA,tcp,175.45.176.2,18796,149.171.126.16,25,IBM_Lotus_Notes_Cross_Site_Scripting_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/ibm_lotus_notes_cross_site_scripting_attack.xml),CVE 2007-2193 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d2193)BID 23620 (http://www.securityfocus.com/bid/23620)OSVDB 35236 (http://www.osvdb.org/35236)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930395-1421930396
Exploits,Office Document,tcp,175.45.176.0,30755,149.171.126.15,143,Microsoft Excel SxView Record Parsing Heap Corruption (IMAP4) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms10_038_excel_sxview_heap_memory_corruption_imap4_download_quoted_printable.xml),CVE 2010-1245 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d1245)MSB MS10-038 (http://www.microsoft.com/technet/security/bulletin/MS10%2d038.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930396-1421930397
Generic, IXIA,tcp,175.45.176.2,18533,149.171.126.16,110,IBM_Lotus_Notes_Cross_Site_Scripting_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/ibm_lotus_notes_cross_site_scripting_attack.xml),CVE 2007-2193 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d2193)BID 23620 (http://www.securityfocus.com/bid/23620)OSVDB 35236 (http://www.osvdb.org/35236)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930396-1421930397
Exploits,Clientside,tcp,175.45.176.3,36698,149.171.126.12,80,DirectX AVI MJPEG Decoding Code Execution (HTTP) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/ms08_033_directx_mjpeg_height_http_download.xml),CVE 2008-0011 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d0011)MSB MS08-033 (http://www.microsoft.com/technet/security/bulletin/MS08%2d033.mspx)BID 29581 (http://www.securityfocus.com/bid/29581)OSVDB 46064 (http://www.osvdb.org/46064)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930397-1421930400
Generic, IXIA,tcp,175.45.176.2,18730,149.171.126.16,110,IBM_Lotus_Notes_Cross_Site_Scripting_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/ibm_lotus_notes_cross_site_scripting_attack.xml),CVE 2007-2193 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d2193)BID 23620 (http://www.securityfocus.com/bid/23620)OSVDB 35236 (http://www.osvdb.org/35236)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930397-1421930400
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.0,61389,149.171.126.19,111,SunRPC UDP Portmapper GETPORT Request (ypservv1/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/ypserv_v1_tcp.xml),-,.,1421930398-1421930398
Exploits, Clientside Microsoft ,tcp,175.45.176.2,64513,149.171.126.15,25,Windows Movie Maker and Producer Buffer Overflow (SMTP Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/ms10_016_movie_maker_buffer_overflow_smtp_attachment_base64.xml),CVE 2010-0265 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0265)MSB MS10-016 (http://www.microsoft.com/technet/security/bulletin/MS10%2d016.mspx)http://www.coresecurity.com/content/movie-maker-heap-overflow (http%3a%2f%2fwww.coresecurity.com%2fcontent%2fmovie%2dmaker%2dheap%2doverflow)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930399-1421930401
Exploits,Clientside,tcp,175.45.176.2,64513,149.171.126.15,25,Windows Movie Maker and Producer Buffer Overflow (SMTP Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/ms10_016_movie_maker_buffer_overflow_smtp_attachment_base64.xml),CVE 2010-0265 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d0265)MSB MS10-016 (http://www.microsoft.com/technet/security/bulletin/MS10%2d016.mspx)http://www.coresecurity.com/content/movie-maker-heap-overflow (http%3a%2f%2fwww.coresecurity.com%2fcontent%2fmovie%2dmaker%2dheap%2doverflow)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930399-1421930401
Fuzzers,BGP,tcp,175.45.176.3,37817,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930400-1421930412
Exploits, LDAP ,tcp,175.45.176.1,7919,149.171.126.10,389,Microsoft Windows Active Directory Integer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/ldap/ms07_039_activedirectory.xml),CVE 2007-0040 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0040)MSB MS07-039 (http://www.microsoft.com/technet/security/bulletin/MS07%2d039.mspx)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930400-1421930438
DoS,HTTP,tcp,175.45.176.2,59413,149.171.126.19,80,PHP htmlspecialchars()/htmlentities() Heap Overflow (https://strikecenter.bpointsys.com/bps/strikes/denial/http/php_htmlspecialchars_htmlentities_bof.xml),BID 51860 (http://www.securityfocus.com/bid/51860)http://www.exploit-db.com/exploits/18458/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f18458%2f)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930401-1421930402
DoS,Browser,tcp,175.45.176.2,57962,149.171.126.17,80,Internet Explorer AxDebugger.Document DoS (https://strikecenter.bpointsys.com/bps/strikes/denial/browser/ie_axdebugger_document.xml),http://www.snort.org/search/sid/7007?r=1 (http%3a%2f%2fwww.snort.org%2fsearch%2fsid%2f7007%3fr%3d1)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930402-1421930402
Reconnaissance,HTTP,tcp,175.45.176.3,50599,149.171.126.13,80,Domino Web Server Database Access: /cersvr.nsf (https://strikecenter.bpointsys.com/bps/strikes/recon/http/domino/access_domino_cersvr_nsf.xml),-,.,1421930403-1421930404
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.0,51482,149.171.126.14,111,SunRPC TCP Portmapper GETPORT Request (x25v2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/x25_v2_tcp.xml),-,.,1421930404-1421930413
Exploits,Browser,tcp,175.45.176.3,5184,149.171.126.19,80,Internet Explorer mdsauth.dll Arbitrary File Overwrite (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ie_mdsauth_dll_arbitrary_file_overwrite.xml),CVE 2007-2221 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d2221)MSB MS07-027 (http://www.microsoft.com/technet/security/bulletin/MS07%2d027.mspx)BID 23827 (http://www.securityfocus.com/bid/23827)OSVDB 34404 (http://www.osvdb.org/34404)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930406-1421930413
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.3,31579,149.171.126.19,111,SunRPC TCP Portmapper GETPORT Request (etherstatdv1/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/etherstatd_v1_udp.xml),-,.,1421930407-1421930412
Generic, IXIA,tcp,175.45.176.0,31396,149.171.126.17,445,Linux_Kernel_SMB_Filesystem_smb_receive_Transaction2_vulnerability_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/linux_kernel_smb_filesystem_smb_receive_transaction2_vulnerability_attack.xml),CVE 2006-2934 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d2934)BID 18755 (http://www.securityfocus.com/bid/18755)OSVDB 26963 (http://www.osvdb.org/26963)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421930408-1421930414
Exploits,Office Document,tcp,175.45.176.2,32404,149.171.126.13,25,Microsoft Word RTF Object Parsing Vulnerability (SMTP Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms08_072_rtf_do_smtp_attachment_quoted_printable.xml),CVE 2008-4027 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d4027)MSB MS08-072 (http://www.microsoft.com/technet/security/bulletin/MS08%2d072.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930409-1421930411
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,UDP,175.45.176.2,21807,149.171.126.10,111,SunRPC UDP Portmapper GETPORT Request (yppasswddv3/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/yppasswdd_v3_tcp.xml),-,.,1421930410-1421930410
Exploits,Browser,tcp,175.45.176.0,56217,149.171.126.12,80,Oracle WebCenter Forms Recognition ActiveX Code Execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/cve_2012_1709_oracle_webcenter_forms_recognition_activex.xml),CVE 2012-1709 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d1709)OSVDB 81367 (http://www.osvdb.org/81367)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930412-1421930413
Exploits,Browser,tcp,175.45.176.3,56157,149.171.126.13,80,Adobe Flash AVM Bytecode Verification Vulnerability (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/flash_avm_bytecode.xml),CVE 2011-0609 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0609)BID 46860 (http://www.securityfocus.com/bid/46860)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930412-1421930413
Exploits,Clientside,tcp,175.45.176.1,56212,149.171.126.19,25,Schneider Electric ClearSCADA OPF File Parsing Out of Bounds Array Indexing (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/cve_2014_0779_Schenider_ClearSCADA_OPF_File_array_Out_of_bouds.xml),CVE 2014-0779 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d0779)OSVDB 103150 (http://www.osvdb.org/103150)http://download.schneider-electric.com/files?p_Doc_Ref=SEVD%202014-024-01 (http%3a%2f%2fdownload.schneider%2delectric.com%2ffiles%3fp_Doc_Ref%3dSEVD%25202014%2d024%2d01)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aL%2fAu%3aS%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421930413-1421930414
DoS,Miscellaneous,udp,175.45.176.0,62043,149.171.126.13,5512,ABB Robot Products Stack Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/denial/misc/cve_2012_0245.xml),CVE 2012-0245 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2012%2d0245)BID 52123 (http://www.securityfocus.com/bid/52123)OSVDB 79476 (http://www.osvdb.org/79476)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930414-1421930414
Generic,SIP,udp,175.45.176.3,53768,149.171.126.10,5060,RFC 4475: SIP Torture Tests: Unknown Method with CSeq Method Mismatch (https://strikecenter.bpointsys.com/bps/strikes/generic/sip/rfc_4475_3_1_2_18_unknown_method_mismatch.xml),http://www.ietf.org/rfc/rfc4475.txt (http%3a%2f%2fwww.ietf.org%2frfc%2frfc4475.txt),.,1421930414-1421930414
Exploits,Webserver,tcp,175.45.176.0,26885,149.171.126.16,80,IBM Lotus Domino HTTP Redirect Buffer Overflow (https://strikecenter.bpointsys.com/bps/strikes/exploits/httpd/lotus_domino_host_header_redirect_overflow.xml),CVE 2003-0178 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0178)BID 6870 (http://www.securityfocus.com/bid/6870)OSVDB 10823 (http://www.osvdb.org/10823)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930414-1421930415
Fuzzers,BGP,tcp,175.45.176.3,1075,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930414-1421930416
Reconnaissance,HTTP,tcp,175.45.176.2,58694,149.171.126.14,80,Microsoft FrontPage: Exposed Configuration File (WriteTo) (https://strikecenter.bpointsys.com/bps/strikes/recon/http/frontpage/writeto_cnf.xml),-,.,1421930415-1421930416
Exploits,Cisco IOS ,tcp,175.45.176.2,35962,149.171.126.16,80,Cisco IOS HTTP Authentication Bypass Level 49 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_49.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930415-1421930417
Exploits,Browser,tcp,175.45.176.2,15035,149.171.126.16,80,HP Easy Printer Care CacheDocumentXMLWithID ActiveX Control Directory Traversal (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/cve_2011_4786_hp_easy_printer_care_cachedocument_withid_activex_dir_traversal.xml),CVE 2011-4786 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d4786)BID 51396 (http://www.securityfocus.com/bid/51396)OSVDB 78036 (http://www.osvdb.org/78036)http://www.exploit-db.com/exploits/18381/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f18381%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930415-1421930427
Fuzzers,BGP,tcp,175.45.176.3,40992,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930416-1421930416
Fuzzers,BGP,tcp,175.45.176.3,45501,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930416-1421930417
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.2,42432,149.171.126.18,111,SunRPC TCP Portmapper GETPORT Request (rpc_metacldv3/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/rpc_metacld_v3_udp.xml),-,.,1421930416-1421930417
Fuzzers,BGP,tcp,175.45.176.3,24935,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930417-1421930417
Exploits,Cisco IOS ,tcp,175.45.176.1,56719,149.171.126.11,80,Cisco IOS HTTP Authentication Bypass Level 77 (https://strikecenter.bpointsys.com/bps/strikes/exploits/ios/cisco_auth_bypass_level_77.xml),CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930417-1421930417
Fuzzers,BGP,tcp,175.45.176.3,23958,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930418-1421930418
Exploits,Web Application,tcp,175.45.176.0,42860,149.171.126.11,80,TankLogger showInfo.php livestock_id Parameter SQL Injection (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/sql/tanklogger_injection_01.xml),CVE 2006-0209 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d0209)BID 16228 (http://www.securityfocus.com/bid/16228)OSVDB 22368 (http://www.osvdb.org/22368)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930418-1421930418
